cid,sid,car_lon,car_lat,days,times
359,11,-321675.0996,4473066.343,"Wednesday, February 25, 2009",7:16
359,16,-321672.8993,4473123.721,"Wednesday, February 25, 2009",7:16
359,18,-321663.8087,4473140.942,"Wednesday, February 25, 2009",7:17
359,20,-321664.0155,4473160.29,"Wednesday, February 25, 2009",7:17
359,37,-321565.2517,4473224.061,"Wednesday, February 25, 2009",7:19
360,7,-321537.4843,4473199.27,"Wednesday, February 25, 2009",7:20
360,29,-321515.4515,4473422.868,"Wednesday, February 25, 2009",7:24
361,1,-321511.1715,4473501.98,"Wednesday, February 25, 2009",7:24
361,17,-321520.6157,4473562.517,"Wednesday, February 25, 2009",7:27
361,26,-321574.4724,4473498.735,"Wednesday, February 25, 2009",7:27
361,37,-321574.5647,4473692.836,"Wednesday, February 25, 2009",7:28
361,57,-321610.9027,4473707.863,"Wednesday, February 25, 2009",7:30
362,22,-321592.8796,4473991.396,"Wednesday, February 25, 2009",7:35
363,3,-321612.8384,4473996.385,"Wednesday, February 25, 2009",7:36
363,8,-321575.9204,4474025.206,"Wednesday, February 25, 2009",7:36
363,10,-321582.5767,4474044.896,"Wednesday, February 25, 2009",7:37
364,11,-321670.1474,4474273.481,"Wednesday, February 25, 2009",7:42
364,12,-321677.7506,4474275.243,"Wednesday, February 25, 2009",7:42
364,23,-321764.9106,4474242.31,"Wednesday, February 25, 2009",7:43
364,30,-321820.5609,4474260.197,"Wednesday, February 25, 2009",7:44
365,3,-321869.2758,4474264.939,"Wednesday, February 25, 2009",7:44
365,10,-321934.5963,4474276.188,"Wednesday, February 25, 2009",7:44
365,15,-321973.6795,4474295.086,"Wednesday, February 25, 2009",7:45
366,0,-322093.2114,4474265.874,"Wednesday, February 25, 2009",7:46
366,16,-322252.8816,4474314.807,"Wednesday, February 25, 2009",7:46
367,3,-322381.3488,4474330.868,"Wednesday, February 25, 2009",7:46
367,7,-322437.8999,4474335.163,"Wednesday, February 25, 2009",7:46
493,18,-322206.8689,4474245.597,"Saturday, April 11, 2009",5:19
494,1,-322121.308,4474250.544,"Saturday, April 11, 2009",5:20
494,11,-322011.8694,4474248.003,"Saturday, April 11, 2009",5:20
494,19,-321930.6751,4474244.598,"Saturday, April 11, 2009",5:21
494,21,-321910.095,4474244.045,"Saturday, April 11, 2009",5:21
495,6,-321796.737,4474231.136,"Saturday, April 11, 2009",5:21
495,15,-321667.975,4474220.492,"Saturday, April 11, 2009",5:21
496,4,-321568.6031,4474214.368,"Saturday, April 11, 2009",5:21
496,5,-321555.2297,4474212.54,"Saturday, April 11, 2009",5:21
497,0,-321368.5524,4474198.22,"Saturday, April 11, 2009",5:22
497,7,-321301.9146,4474197.724,"Saturday, April 11, 2009",5:22
497,8,-321294.0446,4474197.059,"Saturday, April 11, 2009",5:22
497,18,-321187.418,4474189.959,"Saturday, April 11, 2009",5:22
498,4,-321075.0267,4474184.103,"Saturday, April 11, 2009",5:23
498,7,-321044.647,4474183.433,"Saturday, April 11, 2009",5:23
498,10,-321012.8146,4474181.467,"Saturday, April 11, 2009",5:23
499,17,-320695.5613,4474155.964,"Saturday, April 11, 2009",5:23
499,20,-320662.0171,4474153.814,"Saturday, April 11, 2009",5:23
500,8,-320531.63,4474148.835,"Saturday, April 11, 2009",5:24
500,22,-320412.0507,4474132.083,"Saturday, April 11, 2009",5:25
501,3,-320324.4786,4474119.747,"Saturday, April 11, 2009",5:26
501,16,-320336.4597,4473921.898,"Saturday, April 11, 2009",5:26
502,2,-320346.4542,4473811.313,"Saturday, April 11, 2009",5:26
502,5,-320348.7863,4473765.957,"Saturday, April 11, 2009",5:27
504,11,-320419.1573,4473307.182,"Saturday, April 11, 2009",5:31
504,13,-320423.1024,4473280.211,"Saturday, April 11, 2009",5:31
504,14,-320420.4952,4473264.353,"Saturday, April 11, 2009",5:31
