cid,sid,car_lon,car_lat,days,times
59,1,-328265.7437,4472672.225,"Monday, March 23, 2009",3:10
59,8,-328275.5441,4472455.149,"Monday, March 23, 2009",3:10
61,2,-328343.7398,4472145.53,"Monday, March 23, 2009",3:12
62,4,-328268.606,4471862.612,"Monday, March 23, 2009",3:12
62,15,-328273.7322,4471728.945,"Monday, March 23, 2009",3:13
62,21,-328274.5144,4471684.908,"Monday, March 23, 2009",3:13
63,8,-328249.9145,4471550.978,"Monday, March 23, 2009",3:13
63,12,-328247.6966,4471488.216,"Monday, March 23, 2009",3:14
65,24,-328130.5227,4470940.303,"Monday, March 23, 2009",3:18
66,1,-328121.2952,4470895.36,"Monday, March 23, 2009",3:18
66,5,-328109.7404,4470850.534,"Monday, March 23, 2009",3:19
67,12,-328087.7855,4470502.5,"Monday, March 23, 2009",3:19
67,14,-328087.5978,4470481.831,"Monday, March 23, 2009",3:19
68,19,-328068.657,4470184.053,"Monday, March 23, 2009",3:20
69,3,-328074.7258,4470111.51,"Monday, March 23, 2009",3:20
69,16,-328085.2925,4469939.939,"Monday, March 23, 2009",3:21
69,19,-328085.2219,4469906.33,"Monday, March 23, 2009",3:21
71,8,-328086.064,4469520.245,"Monday, March 23, 2009",3:22
72,2,-328090.174,4469345.534,"Monday, March 23, 2009",3:24
72,7,-328094.6175,4469274.672,"Monday, March 23, 2009",3:24
72,11,-328089.1233,4469208.736,"Monday, March 23, 2009",3:24
72,16,-328093.4876,4469139.939,"Monday, March 23, 2009",3:24
75,16,-328099.2768,4468398.443,"Monday, March 23, 2009",3:26
75,19,-328094.6097,4468351.365,"Monday, March 23, 2009",3:26
77,0,-328089.2843,4468074.063,"Monday, March 23, 2009",3:26
77,6,-328090.1598,4468002.811,"Monday, March 23, 2009",3:27
77,19,-328101.3901,4467844.842,"Monday, March 23, 2009",3:27
78,6,-328058.9246,4467775.985,"Monday, March 23, 2009",3:27
78,13,-327994.4756,4467762.733,"Monday, March 23, 2009",3:27
291,5,-329401.0003,4472782.592,"Thursday, February 19, 2009",10:44
304,9,-329444.0052,4472718.588,"Thursday, February 19, 2009",11:00
305,3,-329267.6846,4472627.506,"Thursday, February 19, 2009",11:03
305,11,-329282.625,4472616.384,"Thursday, February 19, 2009",11:04
305,15,-329276.8793,4472672.641,"Thursday, February 19, 2009",11:04
322,10,-328390.7516,4472767.609,"Wednesday, April 8, 2009",10:18
322,60,-328497.8477,4472786.683,"Wednesday, April 8, 2009",10:22
447,4,-328374.9978,4472782.214,"Monday, April 6, 2009",4:05
