cid,sid,car_lon,car_lat,days,times
611,2,-327323.9391,4482930.329,"Saturday, April 11, 2009",9:53
611,4,-327342.7879,4482925.451,"Saturday, April 11, 2009",9:53
611,12,-327427.7945,4482913.213,"Saturday, April 11, 2009",9:53
611,16,-327468.924,4482914.356,"Saturday, April 11, 2009",9:54
611,24,-327526.205,4482958.764,"Saturday, April 11, 2009",9:54
612,25,-327477.0346,4483076.709,"Saturday, April 11, 2009",9:54
612,27,-327463.9108,4483055.732,"Saturday, April 11, 2009",9:54
656,2,-327204.301,4478703.042,"Saturday, April 4, 2009",3:20
657,4,-327451.0703,4478847.66,"Saturday, April 4, 2009",3:20
657,14,-327636.7092,4478889.259,"Saturday, April 4, 2009",3:21
658,2,-327672.8455,4478895.301,"Saturday, April 4, 2009",3:21
658,4,-327692.4414,4478898.208,"Saturday, April 4, 2009",3:21
658,13,-327778.7326,4478893.032,"Saturday, April 4, 2009",3:21
658,14,-327787.2676,4478890.218,"Saturday, April 4, 2009",3:21
659,7,-327989.8746,4478841.702,"Saturday, April 4, 2009",3:21
659,8,-328004.6897,4478839.578,"Saturday, April 4, 2009",3:21
659,15,-328080.1478,4478827.965,"Saturday, April 4, 2009",3:22
660,14,-328325.3389,4478783.381,"Saturday, April 4, 2009",3:24
661,10,-328489.7355,4478746.435,"Saturday, April 4, 2009",3:24
662,3,-328678.9159,4478713.919,"Saturday, April 4, 2009",3:25
662,13,-328792.0222,4478697.26,"Saturday, April 4, 2009",3:25
662,15,-328821.4137,4478691.109,"Saturday, April 4, 2009",3:25
662,16,-328829.3041,4478688.969,"Saturday, April 4, 2009",3:25
662,21,-328874.7121,4478680.253,"Saturday, April 4, 2009",3:25
663,0,-328895.4944,4478677.661,"Saturday, April 4, 2009",3:25
663,2,-328916.5309,4478675.278,"Saturday, April 4, 2009",3:25
663,6,-328961.947,4478670.507,"Saturday, April 4, 2009",3:25
663,13,-329050.9477,4478665.653,"Saturday, April 4, 2009",3:25
664,2,-329182.9871,4478665.918,"Saturday, April 4, 2009",3:26
664,8,-329247.974,4478669.498,"Saturday, April 4, 2009",3:26
664,19,-329364.5728,4478684.02,"Saturday, April 4, 2009",3:26
665,17,-329603.6648,4478706.958,"Saturday, April 4, 2009",3:27
665,19,-329628.5389,4478709.133,"Saturday, April 4, 2009",3:27
665,20,-329641.3437,4478710.734,"Saturday, April 4, 2009",3:27
666,14,-329811.6931,4478728.736,"Saturday, April 4, 2009",3:28
666,18,-329856.429,4478735.352,"Saturday, April 4, 2009",3:28
667,9,-330015.3772,4478754.739,"Saturday, April 4, 2009",3:28
667,11,-330035.0367,4478757.085,"Saturday, April 4, 2009",3:28
667,12,-330045.3993,4478758.609,"Saturday, April 4, 2009",3:28
667,19,-330125.445,4478769.68,"Saturday, April 4, 2009",3:29
668,4,-330227.5888,4478776.606,"Saturday, April 4, 2009",3:29
668,11,-330315.8627,4478786.332,"Saturday, April 4, 2009",3:29
668,14,-330354.6883,4478790.239,"Saturday, April 4, 2009",3:29
669,4,-330459.5643,4478797.289,"Saturday, April 4, 2009",3:29
669,7,-330501.3522,4478787.441,"Saturday, April 4, 2009",3:29
669,9,-330519.0922,4478784.889,"Saturday, April 4, 2009",3:29
669,17,-330595.8334,4478801.042,"Saturday, April 4, 2009",3:29
670,8,-330788.0952,4478807.591,"Saturday, April 4, 2009",3:30
673,10,-330771.9245,4478185.616,"Saturday, April 4, 2009",3:34
678,0,-330776.4416,4477349.619,"Saturday, April 4, 2009",3:39
