cid,sid,car_lon,car_lat,days,times
6534,3,-332984.3882,4461373.369,"Thursday, April 2, 2009",5:23
6535,3,-332938.3986,4461113.888,"Thursday, April 2, 2009",5:23
6536,7,-332854.6777,4460793.572,"Thursday, April 2, 2009",5:24
6536,9,-332841.0126,4460757.327,"Thursday, April 2, 2009",5:24
6537,3,-332781.2457,4460604.689,"Thursday, April 2, 2009",5:24
6537,13,-332716.6803,4460439.121,"Thursday, April 2, 2009",5:24
6538,10,-332643.5435,4460254.025,"Thursday, April 2, 2009",5:24
6539,5,-332616.8345,4460095.446,"Thursday, April 2, 2009",5:24
6540,0,-332633.5984,4459933.565,"Thursday, April 2, 2009",5:24
6541,1,-332684.9584,4459664.889,"Thursday, April 2, 2009",5:25
6542,3,-332736.6128,4459360.566,"Thursday, April 2, 2009",5:25
6542,12,-332754.3951,4459182.833,"Thursday, April 2, 2009",5:25
6543,6,-332762.3999,4459037.44,"Thursday, April 2, 2009",5:25
6543,12,-332767.9464,4458925.022,"Thursday, April 2, 2009",5:25
6544,3,-332771.6965,4458848.647,"Thursday, April 2, 2009",5:25
6544,6,-332774.3793,4458789.978,"Thursday, April 2, 2009",5:25
6545,7,-332786.1032,4458523.708,"Thursday, April 2, 2009",5:26
6546,11,-332814.0019,4458172.098,"Thursday, April 2, 2009",5:26
6547,1,-332817.4968,4458112.583,"Thursday, April 2, 2009",5:26
6548,10,-332817.3027,4457651.61,"Thursday, April 2, 2009",5:26
6549,3,-332771.6474,4457542.775,"Thursday, April 2, 2009",5:27
6549,13,-332711.6755,4457394.248,"Thursday, April 2, 2009",5:27
6550,5,-332687.7232,4457260.366,"Thursday, April 2, 2009",5:27
6550,10,-332681.533,4457165.068,"Thursday, April 2, 2009",5:27
6550,13,-332677.011,4457102.049,"Thursday, April 2, 2009",5:27
6551,5,-332666.8843,4456971.385,"Thursday, April 2, 2009",5:27
6551,6,-332665.8976,4456950.064,"Thursday, April 2, 2009",5:27
6551,10,-332662.9009,4456862.608,"Thursday, April 2, 2009",5:27
6552,1,-332657.643,4456795.757,"Thursday, April 2, 2009",5:27
6552,6,-332654.4571,4456691.574,"Thursday, April 2, 2009",5:27
6553,5,-332612.3792,4456443.063,"Thursday, April 2, 2009",5:27
6554,1,-332521.5097,4456283.074,"Thursday, April 2, 2009",5:28
6554,4,-332480.2166,4456237.246,"Thursday, April 2, 2009",5:28
6554,7,-332434.5324,4456195.815,"Thursday, April 2, 2009",5:28
6558,0,-331583.1565,4456003.539,"Thursday, April 2, 2009",5:28
6558,4,-331503.7905,4455994.653,"Thursday, April 2, 2009",5:29
6559,8,-331190.5331,4455962.98,"Thursday, April 2, 2009",5:29
6559,13,-331099.9415,4455950.808,"Thursday, April 2, 2009",5:29
6560,1,-331062.6084,4455946.72,"Thursday, April 2, 2009",5:29
6560,11,-330875.3524,4455925.094,"Thursday, April 2, 2009",5:29
6560,12,-330856.0215,4455923.17,"Thursday, April 2, 2009",5:29
6560,13,-330836.6918,4455921.234,"Thursday, April 2, 2009",5:29
6561,1,-330799.7476,4455917.563,"Thursday, April 2, 2009",5:29
7446,5,-330963.1366,4457496.189,"Wednesday, February 25, 2009",4:12
7446,7,-330979.5037,4457463.06,"Wednesday, February 25, 2009",4:12
7446,8,-330987.0484,4457446.978,"Wednesday, February 25, 2009",4:12
7527,11,-332941.6693,4461124.961,"Friday, April 17, 2009",7:08
7528,6,-332909.2386,4460963.293,"Friday, April 17, 2009",7:09
7529,11,-332800.9458,4460645.348,"Friday, April 17, 2009",7:09
7530,1,-332765.7758,4460555.865,"Friday, April 17, 2009",7:09
7530,9,-332707.2602,4460418.191,"Friday, April 17, 2009",7:09
7530,11,-332693.0974,4460383.774,"Friday, April 17, 2009",7:09
7530,12,-332686.1302,4460368.171,"Friday, April 17, 2009",7:09
7531,13,-332622.6992,4460105.283,"Friday, April 17, 2009",7:09
7533,0,-332657.4537,4459829.714,"Friday, April 17, 2009",7:10
7534,6,-332725.4624,4459452.846,"Friday, April 17, 2009",7:10
7535,3,-332753.5215,4459263.286,"Friday, April 17, 2009",7:10
7535,9,-332757.1624,4459152.337,"Friday, April 17, 2009",7:10
7536,7,-332762.1894,4458927.397,"Friday, April 17, 2009",7:11
7537,11,-332777.6571,4458607.272,"Friday, April 17, 2009",7:11
7538,3,-332778.5123,4458482.127,"Friday, April 17, 2009",7:11
7538,5,-332779.7455,4458443.216,"Friday, April 17, 2009",7:11
7539,2,-332797.7249,4458249.17,"Friday, April 17, 2009",7:11
7539,5,-332804.2853,4458193.371,"Friday, April 17, 2009",7:11
7539,7,-332807.8685,4458156.779,"Friday, April 17, 2009",7:11
7539,12,-332814.012,4458066.575,"Friday, April 17, 2009",7:11
7541,0,-332822.1653,4457762.918,"Friday, April 17, 2009",7:12
7541,14,-332755.1952,4457533.084,"Friday, April 17, 2009",7:12
7542,4,-332720.4004,4457453.223,"Friday, April 17, 2009",7:12
7542,10,-332691.7325,4457343.798,"Friday, April 17, 2009",7:12
7543,4,-332679.2758,4457183.025,"Friday, April 17, 2009",7:12
7544,8,-332668.8601,4456847.874,"Friday, April 17, 2009",7:12
7544,9,-332668.6105,4456827.749,"Friday, April 17, 2009",7:12
7546,0,-332639.0716,4456488.799,"Friday, April 17, 2009",7:13
7546,4,-332617.8118,4456423.944,"Friday, April 17, 2009",7:13
7546,5,-332612.2297,4456408.878,"Friday, April 17, 2009",7:13
7547,7,-332499.0522,4456190.871,"Friday, April 17, 2009",7:13
7547,8,-332492.9855,4456181.565,"Friday, April 17, 2009",7:14
7547,17,-332480.2472,4456085.157,"Friday, April 17, 2009",7:14
7548,0,-332515.5441,4456003.603,"Friday, April 17, 2009",7:14
7548,5,-332519.9867,4455941.951,"Friday, April 17, 2009",7:14
7548,9,-332521.5303,4455889.545,"Friday, April 17, 2009",7:14
7548,16,-332528.197,4455797.157,"Friday, April 17, 2009",7:15
7549,11,-332548.185,4455587.179,"Friday, April 17, 2009",7:15
7552,4,-332588.9409,4454914.414,"Friday, April 17, 2009",7:17
7552,12,-332597.4178,4454816.029,"Friday, April 17, 2009",7:17
7552,17,-332604.8577,4454742.865,"Friday, April 17, 2009",7:17
7553,3,-332609.811,4454684.457,"Friday, April 17, 2009",7:17
7553,12,-332617.4985,4454564.187,"Friday, April 17, 2009",7:17
7553,14,-332620.1213,4454540.266,"Friday, April 17, 2009",7:17
7554,0,-332624.6607,4454467.168,"Friday, April 17, 2009",7:18
7555,7,-332600.5184,4454112.854,"Friday, April 17, 2009",7:18
7556,0,-332567.3671,4453954.324,"Friday, April 17, 2009",7:18
7556,4,-332554.9611,4453881.238,"Friday, April 17, 2009",7:18
7557,18,-332556.302,4453543.993,"Friday, April 17, 2009",7:19
7558,11,-332781.5995,4453462.232,"Friday, April 17, 2009",7:19
7559,5,-332976.7974,4453393.701,"Friday, April 17, 2009",7:20
7559,9,-333027.4606,4453375.408,"Friday, April 17, 2009",7:20
7559,15,-333098.929,4453356.208,"Friday, April 17, 2009",7:20
7560,15,-333112.2541,4453155.456,"Friday, April 17, 2009",7:20
7561,3,-333079.3052,4453050.455,"Friday, April 17, 2009",7:20
7561,9,-333059.3882,4452989.128,"Friday, April 17, 2009",7:21
7562,16,-332920.3753,4452621.656,"Friday, April 17, 2009",7:21
7563,0,-332913.7181,4452599.151,"Friday, April 17, 2009",7:21
7563,19,-332861.7167,4452364.013,"Friday, April 17, 2009",7:22
7564,1,-332901.6574,4452327.283,"Friday, April 17, 2009",7:23
7564,11,-332882.0799,4452200.646,"Friday, April 17, 2009",7:23
7565,6,-332604.4331,4452248.335,"Friday, April 17, 2009",7:25
7565,7,-332593.905,4452251.868,"Friday, April 17, 2009",7:25
7565,13,-332596.3753,4452251.767,"Friday, April 17, 2009",7:25
7565,17,-332599.5246,4452254.748,"Friday, April 17, 2009",7:27
7565,31,-332539.8416,4452303.78,"Friday, April 17, 2009",7:30
7566,5,-332409.5334,4452381.496,"Friday, April 17, 2009",7:31
7566,6,-332400.4149,4452390.647,"Friday, April 17, 2009",7:31
7566,15,-332343.982,4452497.297,"Friday, April 17, 2009",7:31
7566,19,-332324.1456,4452544.881,"Friday, April 17, 2009",7:31
7568,4,-331593.2446,4453810.81,"Friday, April 17, 2009",7:32
7573,6,-330869.1202,4455098.523,"Friday, April 17, 2009",7:33
7575,6,-332872.6804,4452166.203,"Friday, April 17, 2009",8:03
7575,14,-332881.1667,4452271.145,"Friday, April 17, 2009",8:03
7575,16,-332882.3631,4452294.561,"Friday, April 17, 2009",8:04
7575,24,-332856.4033,4452362.304,"Friday, April 17, 2009",8:04
7575,28,-332812.2363,4452380.749,"Friday, April 17, 2009",8:04
7576,2,-332823.3192,4452424.962,"Friday, April 17, 2009",8:04
7576,4,-332841.7286,4452436.736,"Friday, April 17, 2009",8:04
7577,1,-332946.1221,4452604.776,"Friday, April 17, 2009",8:05
7577,11,-332948.7348,4452703.813,"Friday, April 17, 2009",8:05
7577,13,-332957.3825,4452737.25,"Friday, April 17, 2009",8:05
7577,17,-332970.1112,4452802.103,"Friday, April 17, 2009",8:05
7577,19,-332983.3938,4452824.963,"Friday, April 17, 2009",8:05
7578,0,-333015.5388,4452873.92,"Friday, April 17, 2009",8:06
7578,6,-333037.7349,4452947.517,"Friday, April 17, 2009",8:06
7578,18,-333082.0935,4453095.078,"Friday, April 17, 2009",8:06
7579,10,-333119.5894,4453220.653,"Friday, April 17, 2009",8:06
7579,18,-333153.8359,4453332.184,"Friday, April 17, 2009",8:07
7579,22,-333118.7578,4453357.628,"Friday, April 17, 2009",8:07
7580,11,-332945.5657,4453397.228,"Friday, April 17, 2009",8:07
7580,18,-332864.6751,4453424.397,"Friday, April 17, 2009",8:07
7581,4,-332770.6867,4453457.476,"Friday, April 17, 2009",8:07
7581,18,-332624.1645,4453511.44,"Friday, April 17, 2009",8:07
7581,19,-332613.774,4453514.998,"Friday, April 17, 2009",8:07
7582,13,-332469.1566,4453597.911,"Friday, April 17, 2009",8:08
