cid,sid,car_lon,car_lat,days,times
79,11,-327763.9744,4467716.467,"Monday, March 23, 2009",3:28
80,10,-327488.2987,4467678.985,"Monday, March 23, 2009",3:28
80,13,-327462.6068,4467673.358,"Monday, March 23, 2009",3:29
120,4,-327159.3464,4458999.819,"Monday, March 23, 2009",4:06
120,7,-327166.1578,4458966.581,"Monday, March 23, 2009",4:06
120,17,-327187.5743,4458857.781,"Monday, March 23, 2009",4:06
120,19,-327192.446,4458834.287,"Monday, March 23, 2009",4:06
120,20,-327194.7646,4458822.342,"Monday, March 23, 2009",4:06
120,21,-327197.2424,4458810.211,"Monday, March 23, 2009",4:06
121,2,-327207.614,4458761.603,"Monday, March 23, 2009",4:06
121,5,-327215.8906,4458725.517,"Monday, March 23, 2009",4:06
121,16,-327244.2381,4458587.636,"Monday, March 23, 2009",4:07
122,12,-327286.5604,4458375.995,"Monday, March 23, 2009",4:08
124,2,-327361.2512,4458005.691,"Monday, March 23, 2009",4:09
124,6,-327370.2114,4457961.986,"Monday, March 23, 2009",4:09
125,9,-327428.2201,4457687.482,"Monday, March 23, 2009",4:09
125,10,-327429.6251,4457677.307,"Monday, March 23, 2009",4:09
125,12,-327434.2386,4457657.536,"Monday, March 23, 2009",4:09
125,21,-327481.0989,4457564.846,"Monday, March 23, 2009",4:09
125,23,-327500.2585,4457561.676,"Monday, March 23, 2009",4:09
125,39,-327491.8241,4457680.149,"Monday, March 23, 2009",4:10
125,41,-327473.3016,4457682.814,"Monday, March 23, 2009",4:10
125,43,-327453.6927,4457686.127,"Monday, March 23, 2009",4:10
125,48,-327402.6587,4457698.965,"Monday, March 23, 2009",4:10
125,52,-327359.474,4457710.204,"Monday, March 23, 2009",4:10
125,53,-327348.4704,4457712.946,"Monday, March 23, 2009",4:10
125,55,-327326.7171,4457718.649,"Monday, March 23, 2009",4:10
125,57,-327304.993,4457724.164,"Monday, March 23, 2009",4:10
168,4,-327206.3784,4457800.51,"Monday, March 23, 2009",5:36
168,7,-327233.4933,4457807.972,"Monday, March 23, 2009",5:36
168,19,-327326.1562,4457886.976,"Monday, March 23, 2009",5:36
168,24,-327351.3324,4457953.36,"Monday, March 23, 2009",5:36
170,7,-327269.8287,4458342.441,"Monday, March 23, 2009",5:37
171,3,-327231.6469,4458513.422,"Monday, March 23, 2009",5:37
172,0,-327206.6958,4458722.273,"Monday, March 23, 2009",5:38
172,11,-327174.4554,4458858.602,"Monday, March 23, 2009",5:39
919,11,-327629.8441,4465965.059,"Monday, July 6, 2009",5:52
920,1,-327799.6021,4465990.952,"Monday, July 6, 2009",5:53
920,15,-327931.4362,4466021.338,"Monday, July 6, 2009",5:54
