cid,sid,car_lon,car_lat,days,times
25,9,-324058.8822,4473592.953,"Saturday, February 14, 2009",2:37
25,15,-324034.804,4473514.67,"Saturday, February 14, 2009",2:37
26,7,-323853.0908,4473451.853,"Saturday, February 14, 2009",2:37
26,10,-323824.2391,4473459.584,"Saturday, February 14, 2009",2:37
26,14,-323794.1748,4473491.601,"Saturday, February 14, 2009",2:38
26,24,-323738.7814,4473446.135,"Saturday, February 14, 2009",2:38
26,33,-323760.0368,4473349.329,"Saturday, February 14, 2009",2:39
217,4,-325274.5463,4470504.241,"Monday, March 23, 2009",6:18
218,0,-325265.3049,4470705.228,"Monday, March 23, 2009",6:19
221,0,-325210.6189,4471475.482,"Monday, March 23, 2009",6:21
222,1,-325202.0222,4471747.117,"Monday, March 23, 2009",6:23
222,3,-325203.1416,4471776.524,"Monday, March 23, 2009",6:23
225,1,-325145.7378,4472753.74,"Monday, March 23, 2009",6:25
225,2,-325142.1512,4472783.94,"Monday, March 23, 2009",6:25
225,4,-325134.9708,4472807.383,"Monday, March 23, 2009",6:26
226,5,-325119.1269,4473088.364,"Monday, March 23, 2009",6:26
226,8,-325118.0685,4473125.789,"Monday, March 23, 2009",6:26
226,12,-325116.3995,4473171.415,"Monday, March 23, 2009",6:26
227,4,-325108.9844,4473306.701,"Monday, March 23, 2009",6:27
228,1,-325088.555,4473522.596,"Monday, March 23, 2009",6:27
228,4,-325085.4739,4473554.744,"Monday, March 23, 2009",6:27
228,8,-325077.3618,4473622.372,"Monday, March 23, 2009",6:28
267,14,-324125.7261,4473545.434,"Monday, March 23, 2009",7:29
267,15,-324138.7767,4473550.238,"Monday, March 23, 2009",7:29
267,21,-324209.1752,4473557.362,"Monday, March 23, 2009",7:30
267,22,-324221.6375,4473558.351,"Monday, March 23, 2009",7:30
267,23,-324234.5399,4473559.197,"Monday, March 23, 2009",7:30
267,25,-324260.8696,4473561.318,"Monday, March 23, 2009",7:30
268,5,-324360.0593,4473568.017,"Monday, March 23, 2009",7:30
268,10,-324437.2683,4473571.01,"Monday, March 23, 2009",7:30
270,14,-324972.0389,4473611.051,"Monday, March 23, 2009",7:31
270,21,-325041.8123,4473618.678,"Monday, March 23, 2009",7:32
271,12,-325167.6972,4473624.184,"Monday, March 23, 2009",7:32
271,17,-325221.185,4473630.212,"Monday, March 23, 2009",7:32
310,13,-324645.2111,4472753.869,"Thursday, February 19, 2009",11:30
311,5,-324552.4079,4472750.862,"Thursday, February 19, 2009",11:30
311,13,-324462.3948,4472726.198,"Thursday, February 19, 2009",11:30
311,14,-324447.6483,4472717.075,"Thursday, February 19, 2009",11:30
