cid,sid,car_lon,car_lat,days,times
553,13,-318743.3397,4484049.279,"Saturday, April 11, 2009",7:24
554,3,-318730.0443,4484201.937,"Saturday, April 11, 2009",7:24
554,11,-318719.9445,4484319.828,"Saturday, April 11, 2009",7:24
555,20,-318703.909,4484657.814,"Saturday, April 11, 2009",7:25
556,8,-318697.607,4484787.2,"Saturday, April 11, 2009",7:25
556,11,-318694.743,4484836.068,"Saturday, April 11, 2009",7:26
556,14,-318692.0569,4484884.573,"Saturday, April 11, 2009",7:26
557,0,-318690.3416,4484933.374,"Saturday, April 11, 2009",7:26
557,2,-318689.0249,4484965.327,"Saturday, April 11, 2009",7:26
558,2,-318679.938,4485223.537,"Saturday, April 11, 2009",7:26
558,17,-318663.8911,4485431.832,"Saturday, April 11, 2009",7:27
559,5,-318639.7276,4485467.108,"Saturday, April 11, 2009",7:28
559,13,-318633.6653,4485422.155,"Saturday, April 11, 2009",7:41
559,18,-318593.6576,4485416.301,"Saturday, April 11, 2009",7:42
561,2,-318151.1604,4485334.353,"Saturday, April 11, 2009",7:49
561,4,-318134.2899,4485333.069,"Saturday, April 11, 2009",7:50
561,16,-318031.6739,4485323.784,"Saturday, April 11, 2009",7:51
561,21,-318019.7005,4485355.703,"Saturday, April 11, 2009",7:51
561,29,-318044.3087,4485322.907,"Saturday, April 11, 2009",8:06
562,1,-317915.263,4485275.646,"Saturday, April 11, 2009",8:08
562,9,-317851.3826,4485257.436,"Saturday, April 11, 2009",8:09
562,13,-317817.6391,4485254.892,"Saturday, April 11, 2009",8:09
562,22,-317742.85,4485233.616,"Saturday, April 11, 2009",8:10
563,4,-317642.3337,4485216.874,"Saturday, April 11, 2009",8:12
563,11,-317586.1728,4485207.197,"Saturday, April 11, 2009",8:12
564,4,-317484.3472,4485015.574,"Saturday, April 11, 2009",8:17
564,11,-317493.6432,4484947.328,"Saturday, April 11, 2009",8:18
564,16,-317511.7459,4484954.544,"Saturday, April 11, 2009",8:18
564,19,-317529.1965,4484974.279,"Saturday, April 11, 2009",8:19
564,33,-317487.5607,4485094.752,"Saturday, April 11, 2009",8:31
564,38,-317446.2142,4485088.005,"Saturday, April 11, 2009",8:32
564,49,-317454.2292,4485174.641,"Saturday, April 11, 2009",8:33
564,50,-317462.2469,4485176.459,"Saturday, April 11, 2009",8:33
564,55,-317503.8036,4485183.973,"Saturday, April 11, 2009",8:34
564,69,-317621.0418,4485200.662,"Saturday, April 11, 2009",8:35
565,10,-317757.527,4485244.412,"Saturday, April 11, 2009",8:37
565,18,-317820.0494,4485261.911,"Saturday, April 11, 2009",8:39
565,30,-317780.0013,4485253.805,"Saturday, April 11, 2009",8:47
565,44,-317674.3969,4485360.744,"Saturday, April 11, 2009",8:48
565,47,-317810.8647,4485228.445,"Saturday, April 11, 2009",8:49
566,2,-317935.6112,4485296.633,"Saturday, April 11, 2009",8:56
566,7,-317975.3771,4485299.461,"Saturday, April 11, 2009",8:57
566,10,-317999.2846,4485300.924,"Saturday, April 11, 2009",8:57
566,14,-318030.2397,4485313.121,"Saturday, April 11, 2009",8:57
566,18,-318064.1441,4485316.81,"Saturday, April 11, 2009",8:58
566,23,-318103.1507,4485325.187,"Saturday, April 11, 2009",8:58
566,27,-318134.451,4485331.589,"Saturday, April 11, 2009",8:59
566,28,-318143.6914,4485328.844,"Saturday, April 11, 2009",8:59
567,12,-318264.1443,4485355.646,"Saturday, April 11, 2009",9:01
567,18,-318313.5364,4485364.028,"Saturday, April 11, 2009",9:01
567,20,-318329.7385,4485367.481,"Saturday, April 11, 2009",9:02
567,26,-318381.5766,4485381.198,"Saturday, April 11, 2009",9:02
568,4,-318441.3002,4485396.517,"Saturday, April 11, 2009",9:03
568,22,-318587.5361,4485423.518,"Saturday, April 11, 2009",9:05
568,25,-318611.76,4485432.721,"Saturday, April 11, 2009",9:06
568,27,-318627.8788,4485432.967,"Saturday, April 11, 2009",9:06
568,29,-318643.2817,4485437.088,"Saturday, April 11, 2009",9:06
569,9,-318733.4572,4485458.732,"Saturday, April 11, 2009",9:07
569,15,-318781.7996,4485455.55,"Saturday, April 11, 2009",9:08
569,19,-318814.0252,4485446.863,"Saturday, April 11, 2009",9:08
569,20,-318822.1651,4485447.558,"Saturday, April 11, 2009",9:08
570,26,-318981.2712,4485438.422,"Saturday, April 11, 2009",9:16
570,33,-318922.8496,4485437.51,"Saturday, April 11, 2009",9:17
570,39,-318872.8803,4485437.124,"Saturday, April 11, 2009",9:17
570,44,-318909.1401,4485435.07,"Saturday, April 11, 2009",9:22
570,55,-319019.9233,4485428.938,"Saturday, April 11, 2009",9:23
570,64,-319129.6221,4485431.496,"Saturday, April 11, 2009",9:23
571,13,-319358.9826,4485431.149,"Saturday, April 11, 2009",9:23
572,10,-319524.9854,4485423.53,"Saturday, April 11, 2009",9:24
573,8,-319786.6204,4485420.699,"Saturday, April 11, 2009",9:24
574,1,-319944.3255,4485424.572,"Saturday, April 11, 2009",9:24
575,0,-320184.33,4485429.723,"Saturday, April 11, 2009",9:25
575,8,-320280.7633,4485431.053,"Saturday, April 11, 2009",9:25
575,12,-320334.5062,4485431.285,"Saturday, April 11, 2009",9:25
575,17,-320405.0686,4485431.855,"Saturday, April 11, 2009",9:25
576,5,-320508.2013,4485432.59,"Saturday, April 11, 2009",9:25
576,11,-320585.3163,4485432.559,"Saturday, April 11, 2009",9:25
577,14,-320850.4176,4485425.828,"Saturday, April 11, 2009",9:26
578,5,-321029.5034,4485423.983,"Saturday, April 11, 2009",9:26
578,11,-321108.3924,4485418.339,"Saturday, April 11, 2009",9:26
578,15,-321146.672,4485417.632,"Saturday, April 11, 2009",9:26
579,2,-321216.4047,4485412.679,"Saturday, April 11, 2009",9:27
579,8,-321293.6008,4485401.401,"Saturday, April 11, 2009",9:27
579,21,-321427.3722,4485392.171,"Saturday, April 11, 2009",9:27
580,10,-321546.3704,4485390.159,"Saturday, April 11, 2009",9:27
580,12,-321564.0191,4485389.643,"Saturday, April 11, 2009",9:27
580,15,-321592.5468,4485392.388,"Saturday, April 11, 2009",9:27
580,19,-321626.367,4485391.579,"Saturday, April 11, 2009",9:27
580,26,-321682.9341,4485373.917,"Saturday, April 11, 2009",9:28
581,5,-321740.6721,4485385.115,"Saturday, April 11, 2009",9:29
581,14,-321815.5143,4485383.53,"Saturday, April 11, 2009",9:30
581,21,-321873.6914,4485384.066,"Saturday, April 11, 2009",9:30
583,3,-322237.1584,4485373.12,"Saturday, April 11, 2009",9:32
583,5,-322260.0479,4485372.064,"Saturday, April 11, 2009",9:32
583,18,-322439.6748,4485373.306,"Saturday, April 11, 2009",9:33
271,0,3781807.985,9605379.836,"Saturday, June 28, 2008",6:53
271,29,3781810.846,9605359.962,"Saturday, June 28, 2008",7:07
271,31,3781809.657,9605359.482,"Saturday, June 28, 2008",7:08
271,46,3781746.284,9605383.149,"Saturday, June 28, 2008",7:09
271,47,3781735.632,9605392.519,"Saturday, June 28, 2008",7:09
271,66,3781777.477,9605374.128,"Saturday, June 28, 2008",7:13
271,70,3781767.169,9605376.176,"Saturday, June 28, 2008",7:13
327,4,3739956.147,9635402.926,"Friday, June 27, 2008",1:31
328,2,3739916.31,9635260.625,"Friday, June 27, 2008",1:31
330,0,3739914.849,9634652.811,"Friday, June 27, 2008",1:32
330,2,3739925.999,9634640.133,"Friday, June 27, 2008",1:32
330,5,3739951.276,9634556.717,"Friday, June 27, 2008",1:32
330,6,3739961.936,9634517.573,"Friday, June 27, 2008",1:32
332,3,3740114.555,9633907.953,"Friday, June 27, 2008",1:33
333,2,3740161.108,9633687.101,"Friday, June 27, 2008",1:33
336,4,3740193.681,9632702.962,"Friday, June 27, 2008",1:33
337,1,3740195.039,9632587.2,"Friday, June 27, 2008",1:33
340,5,3740216.541,9631566.601,"Friday, June 27, 2008",1:34
341,0,3740215.352,9631523.328,"Friday, June 27, 2008",1:34
343,0,3739963.878,9631070.065,"Friday, June 27, 2008",1:35
348,2,3739602.342,9629773.83,"Friday, June 27, 2008",1:35
349,3,3739662.334,9629446.407,"Friday, June 27, 2008",1:36
352,1,3739931.158,9628802.489,"Friday, June 27, 2008",1:36
353,2,3739986.199,9628490.189,"Friday, June 27, 2008",1:36
354,2,3739949.837,9628184.977,"Friday, June 27, 2008",1:36
354,4,3739936.707,9628062.73,"Friday, June 27, 2008",1:37
355,1,3739925.423,9627943.928,"Friday, June 27, 2008",1:37
358,3,3739802.966,9627052.946,"Friday, June 27, 2008",1:37
362,4,3739659.917,9625883.764,"Friday, June 27, 2008",1:38
365,5,3739652.869,9625087.909,"Friday, June 27, 2008",1:39
369,4,3740438.802,9624225.25,"Friday, June 27, 2008",1:40
370,4,3740570.699,9623977.923,"Friday, June 27, 2008",1:40
371,4,3740659.281,9623711.88,"Friday, June 27, 2008",1:40
373,1,3740782.426,9623336.733,"Friday, June 27, 2008",1:41
375,2,3740977.945,9622766.671,"Friday, June 27, 2008",1:41
377,3,3741168.277,9622221.921,"Friday, June 27, 2008",1:41
377,4,3741179.912,9622170.864,"Friday, June 27, 2008",1:41
378,4,3741197.017,9621895.694,"Friday, June 27, 2008",1:42
379,1,3741192.522,9621786.775,"Friday, June 27, 2008",1:42
381,1,3741104.926,9621275.141,"Friday, June 27, 2008",1:42
381,2,3741088.632,9621229.868,"Friday, June 27, 2008",1:42
381,4,3741056.939,9621137.423,"Friday, June 27, 2008",1:42
382,0,3741024.469,9621045.37,"Friday, June 27, 2008",1:42
385,0,3740609.265,9620428.219,"Friday, June 27, 2008",1:43
387,0,3740122.366,9620133.237,"Friday, June 27, 2008",1:43
387,2,3740027.353,9620069.369,"Friday, June 27, 2008",1:43
388,2,3739819.237,9619891.63,"Friday, June 27, 2008",1:43
388,4,3739747.583,9619826.474,"Friday, June 27, 2008",1:43
390,1,3739488.851,9619589.914,"Friday, June 27, 2008",1:44
392,1,3739070.116,9619212.145,"Friday, June 27, 2008",1:44
392,3,3738994.326,9619141.215,"Friday, June 27, 2008",1:44
393,3,3738808.121,9618975.135,"Friday, June 27, 2008",1:44
396,0,3738147.274,9618681.053,"Friday, June 27, 2008",1:45
397,0,3737903.837,9618583.999,"Friday, June 27, 2008",1:45
397,2,3737798.865,9618573.909,"Friday, June 27, 2008",1:45
398,3,3737453.916,9618618.512,"Friday, June 27, 2008",1:45
400,3,3736856.816,9618697.715,"Friday, June 27, 2008",1:45
401,0,3736793.077,9618706.096,"Friday, June 27, 2008",1:45
406,3,3735899.429,9617696.829,"Friday, June 27, 2008",1:46
407,4,3735755.399,9617367.505,"Friday, June 27, 2008",1:47
409,1,3735571.541,9617062.295,"Friday, June 27, 2008",1:47
409,4,3735434.714,9616992.703,"Friday, June 27, 2008",1:47
411,0,3735119.11,9616958.106,"Friday, June 27, 2008",1:47
411,2,3735014.724,9616949.307,"Friday, June 27, 2008",1:47
414,2,3734205.799,9616891.135,"Friday, June 27, 2008",1:48
414,4,3734107.676,9616882.971,"Friday, June 27, 2008",1:48
420,4,3733714.931,9615477.78,"Friday, June 27, 2008",1:49
421,0,3733675.214,9615396.291,"Friday, June 27, 2008",1:49
421,1,3733649.715,9615356.316,"Friday, June 27, 2008",1:49
422,3,3733429.189,9615029.039,"Friday, June 27, 2008",1:49
426,1,3732840.952,9614227.023,"Friday, June 27, 2008",1:50
427,2,3732626.017,9613987.748,"Friday, June 27, 2008",1:50
428,3,3732377.193,9613804.186,"Friday, June 27, 2008",1:50
430,3,3731948.518,9613357.54,"Friday, June 27, 2008",1:51
431,0,3731919.682,9613298.117,"Friday, June 27, 2008",1:51
433,1,3731568.955,9612784.622,"Friday, June 27, 2008",1:51
433,4,3731432.089,9612671.297,"Friday, June 27, 2008",1:51
434,4,3731209.063,9612473.199,"Friday, June 27, 2008",1:51
435,2,3731098.584,9612315.575,"Friday, June 27, 2008",1:51
437,3,3730827.093,9611839.162,"Friday, June 27, 2008",1:52
443,3,3730515.467,9610346.012,"Friday, June 27, 2008",1:53
450,3,3728996.297,9609041.748,"Friday, June 27, 2008",1:54
451,0,3728938.282,9609004.841,"Friday, June 27, 2008",1:54
451,1,3728876.974,9608973.835,"Friday, June 27, 2008",1:54
453,3,3728204.987,9608810.669,"Friday, June 27, 2008",1:54
455,1,3727856.582,9608656.192,"Friday, June 27, 2008",1:54
455,4,3727694.677,9608585.466,"Friday, June 27, 2008",1:55
