cid,sid,car_lon,car_lat,days,times
1184,32,-336236.4426,4474720.52,"Monday, March 9, 2009",5:52
1184,35,-336217.6825,4474768.583,"Monday, March 9, 2009",5:52
1228,0,-333567.1488,4472024.621,"Tuesday, March 17, 2009",7:59
1228,2,-333525.111,4472044.205,"Tuesday, March 17, 2009",7:59
1228,9,-333389.3066,4472116.162,"Tuesday, March 17, 2009",7:59
3062,2,-336303.8306,4474691.176,"Saturday, March 14, 2009",8:50
3062,3,-336292.6718,4474691.449,"Saturday, March 14, 2009",8:50
6499,4,-332166.4319,4470382.848,"Thursday, April 2, 2009",5:15
6500,1,-332171.2273,4470171.384,"Thursday, April 2, 2009",5:15
6501,5,-332227.8263,4469842.453,"Thursday, April 2, 2009",5:16
6503,4,-332335.7261,4469342.857,"Thursday, April 2, 2009",5:16
6503,8,-332355.3052,4469260.89,"Thursday, April 2, 2009",5:16
6503,9,-332360.798,4469239.909,"Thursday, April 2, 2009",5:16
6505,0,-332431.6941,4468913.678,"Thursday, April 2, 2009",5:16
6505,9,-332463.6122,4468723.597,"Thursday, April 2, 2009",5:17
6506,7,-332491.7339,4468519.399,"Thursday, April 2, 2009",5:17
6507,11,-332527.1389,4468175.559,"Thursday, April 2, 2009",5:17
6508,2,-332530.7758,4468109.682,"Thursday, April 2, 2009",5:17
6508,10,-332532.2092,4467932.58,"Thursday, April 2, 2009",5:17
6509,4,-332541.6215,4467799.742,"Thursday, April 2, 2009",5:17
6510,0,-332540.2559,4467628.348,"Thursday, April 2, 2009",5:17
6511,2,-332545.489,4467324.743,"Thursday, April 2, 2009",5:18
6512,9,-332580.8082,4466919.867,"Thursday, April 2, 2009",5:18
6515,5,-332663.0434,4466236.995,"Thursday, April 2, 2009",5:19
6516,8,-332715.4917,4465936.513,"Thursday, April 2, 2009",5:19
6517,1,-332749.2093,4465794.329,"Thursday, April 2, 2009",5:19
6517,8,-332784.2354,4465669.188,"Thursday, April 2, 2009",5:19
6519,2,-332863.1075,4465270.422,"Thursday, April 2, 2009",5:20
6519,9,-332878.4651,4465149.313,"Thursday, April 2, 2009",5:20
6520,14,-332911.4881,4464841.251,"Thursday, April 2, 2009",5:20
6520,15,-332912.9836,4464826.398,"Thursday, April 2, 2009",5:20
6521,15,-332940.2531,4464561.46,"Thursday, April 2, 2009",5:20
6522,3,-332949.1534,4464500.285,"Thursday, April 2, 2009",5:20
