pid,tags_poi,poi_lon,poi_lat
280447308,amenity=bus_station,-342937.0918,4477697.172
281141959,amenity=parking,-338585.8075,4475375.025
281923955,"amenity=fast_food,name:en=San Yuan Mei Yuan Milk Shop",-327482.23,4478311.536
281924314,amenity=parking,-327824.8211,4478130.543
285042998,amenity=toilets,-340779.9004,4473414.218
286242547,amenity=toilets,-337509.1607,4476645.306
294119559,shop=outdoor,-323362.3205,4470534.506
312152381,"amenity=restaurant,name:en=Yippin (Wudaokou)",-326739.5746,4473704.402
374448850,shop=car,-316939.8312,4467234.013
380769202,amenity=restaurant,-327630.677,4473766.819
384000255,amenity=hospital,-323765.8349,4467841.374
487499402,shop=convenience,-332564.2832,4478888.153
506846969,amenity=parking,-296549.4205,4521870.791
534628602,amenity=parking,-281723.445,4524545.173
586468181,amenity=restaurant,-327906.7261,4470668.136
586469195,amenity=restaurant,-327779.0774,4471060.77
685170701,amenity=parking,-278487.4187,4538497.822
748859849,amenity=school,-329884.5084,4468870.947
774387181,shop=supermarket,-326976.584,4483170.13
819954368,"amenity=fast_food,name:en=KFC",-315586.0289,4473386.698
820139690,shop=supermarket,-315381.8892,4475178.719
822458912,"amenity=restaurant,name:en=Japanese Restaurant",-316507.405,4471487.798
837202346,amenity=parking,-337838.8465,4469605.528
837202552,amenity=fire_station,-337729.7067,4469658.313
885850062,amenity=toilets,-339817.3585,4470896.361
898625991,amenity=police,-337849.5414,4475151.445
931669704,shop=bicycle,-326891.7384,4475907.766
931686800,shop=bicycle,-327191.5496,4475774.92
931686823,amenity=atm,-327004.348,4475861.572
931686827,amenity=atm,-326977.2974,4475813.459
944810690,"shop=bicycle,name:en=Bike Doctor Hu",-327107.754,4475364.606
975646777,shop=bicycle,-326967.6035,4475138.069
975646778,shop=hairdresser,-326968.2997,4475129.584
978266240,"shop=supermarket,name:en=Wu Mart",-329922.1344,4467772.31
984077079,amenity=atm,-327007.1721,4475680.424
984206235,amenity=atm,-327103.8591,4475316.779
984968137,"shop=optician,name:en=Clear World Opticians",-327444.4287,4475456.229
992580031,amenity=vending_machine,-327080.3548,4474885.143
992592626,amenity=bicycle_parking,-327871.5214,4475339.223
1030342287,amenity=parking,-326017.9013,4472471.87
1030342290,"amenity=cafe,name:en=Sculpting In Time",-325666.6266,4472169.429
1072983015,amenity=bank,-316958.8399,4470165.253
1213223875,amenity=atm,-326945.9291,4474108.359
1253425815,amenity=bank,-279523.8702,4511624.505
1254792511,amenity=hospital,-278483.8918,4512068.139
1361149039,"amenity=hospital,name:en=Sino-Japanese International Section",-318885.5913,4470774.179
1365119926,amenity=toilets,-323313.2208,4468606.816
1367469209,amenity=waste_disposal,-326072.8926,4472051.259
1368690182,amenity=pharmacy,-330917.7161,4489105.926
1368690189,amenity=hospital,-330727.4118,4489100.063
1379661209,amenity=toilets,-323007.7124,4466371.055
1420010751,amenity=fuel,-326252.6534,4483881.15
1422005552,amenity=telephone,-331061.8809,4474874.181
1556785070,amenity=cafe,-329164.797,4472997.594
1582786112,amenity=toilets,-325893.1232,4467667.548
1678269072,amenity=restaurant,-326891.7349,4469016.609
