pid,tags_poi,poi_lon,poi_lat
1951155259,amenity=fast_food,-722134.9994,2519125.861
1951187122,"amenity=doctors,name:en=Robert Black General Out-patient Clinic",-722281.0392,2518987.707
1951187610,amenity=parking,-721993.4883,2519160.24
1952280934,amenity=parking,-730082.6082,2523896.703
1952413603,"amenity=place_of_worship,name:en=Kuet's Ancestral Hall",-715984.1415,2525022.513
1952698866,"amenity=restaurant,name:en=Outback Steakhouse",-723294.4733,2515840.503
1953013926,amenity=shelter,-726629.7859,2523069.277
1955056226,"amenity=place_of_worship,name:en=Kowloon Tong Church of the Chinese Christian and Missionary Alliance Alliance International Church",-723045.516,2515704.624
1956656920,"amenity=library,name:en=San Po Kong Public Library",-722233.0651,2519227.659
1956656938,amenity=fast_food,-722143.4513,2519347.96
1959928734,"shop=convenience,name:en=7-Eleven",-723634.8367,2516294.933
1959928736,amenity=bank,-723397.372,2516106.042
1985833598,"amenity=bus_station,name:en=Lek Yuen Bus Terminus",-722167.8794,2524902.977
1986998263,amenity=restaurant,-787154.498,2518448.428
2003864915,amenity=bus_station,-725226.0446,2519698.05
2003910353,shop=supermarket,-725257.0293,2519392.91
2003912002,"name:en=7-Eleven,shop=convenience",-725211.0757,2519402.083
2010167917,amenity=shelter,-715317.7571,2518039.772
2035790706,"amenity=bus_station,name:en=Shek Mun Estate",-720422.2771,2525042.223
2078784136,amenity=parking,-719552.1126,2516939.485
2081374309,amenity=toilets,-723584.4936,2517450.02
2085321946,amenity=bbq,-735084.7158,2523658.358
2085322008,amenity=bbq,-735086.8474,2523666.94
2101333051,"amenity=fast_food,name:en=McDonald's",-718602.2614,2517144.775
2140028358,amenity=shelter,-708645.7044,2524661.382
2140028398,amenity=bbq,-708135.9919,2523502.012
2140040028,amenity=toilets,-708102.3525,2525241.432
2150729557,amenity=bbq,-723511.5653,2522604.581
2157197824,shop=supermarket,-716819.2981,2519340.875
2157228590,"amenity=police,name:en=Kwai Tsing Police District Headquarters and Tsing Yi Police Station",-731343.8306,2521827.72
2159769528,"amenity=toilets,name:en=Lutheran Village Public Toilet",-731407.4504,2521906.835
2185766835,amenity=taxi,-749586.2028,2519442.674
2185766840,amenity=taxi,-749598.6161,2519438.902
2195651220,"amenity=restaurant,name:en=One Dim Sum Chinese Restaurant",-725098.0251,2518400.791
2265632172,amenity=fuel,-727480.2227,2519621.521
2279066015,amenity=ferry_terminal,-727214.9229,2514475.81
2296597397,amenity=fuel,-719643.8902,2516696.475
2323318073,"amenity=parking,name:en=Prosperity Place Car Park",-719310.6348,2516269.706
2328065649,amenity=shelter,-746440.0804,2516981.577
2365370777,amenity=toilets,-723320.3998,2516203.254
2370632009,amenity=parking,-715906.5907,2515695.829
2411853273,amenity=bank,-724266.9341,2515987.748
2411856405,shop=books,-724250.6759,2515989.364
2411879093,shop=mobile_phone,-724344.6681,2515540.721
2412061735,"amenity=bus_station,name:en=HKUST (South)",-715255.9104,2518503.043
2417631546,"amenity=bank,name:en=HSBC Lai Chi Kok Road Branch",-725866.1936,2518672.122
2420329085,"amenity=restaurant,name:en=Tai Hing",-725856.0163,2517808.493
2424866560,"shop=convenience,name:en=7-Eleven",-725908.0055,2518347.912
2441044895,"amenity=parking,name:en=Auto Plaza Car Park",-724574.2503,2515285.095
2441044906,"shop=travel_agency,name:en=Philippine Airlines",-724441.7617,2515493.987
2441044907,"amenity=restaurant,name:en=Red Forrest",-724376.6388,2515540.658
2441266982,"shop=confectionery,name:en=Okashi Land",-724464.5112,2515248.701
2441266989,"shop=tailor,name:en=Shanghai Custom Tailor Ken Tiger",-724361.7982,2515406.326
2441267002,amenity=bureau_de_change,-724535.6768,2515290.064
2441267017,shop=convenience,-724369.0996,2515467.237
2441267023,amenity=pharmacy,-724386.3773,2515456.107
2449459026,"amenity=library,name:en=Au Shue Hung Memorial Library",-723670.5295,2519733.14
2459451218,amenity=shelter,-753316.4613,2516700.101
2620535430,amenity=bicycle_parking,-715186.171,2516339.479
2628451088,amenity=toilets,-727080.7489,2521250.031
2653208135,amenity=shelter,-724567.0813,2521745.362
2666815699,amenity=toilets,-726218.456,2521646.233
2666817367,amenity=bicycle_parking,-723817.233,2523630.862
2668679570,shop=convenience,-721555.9865,2518751.828
2701443194,amenity=fountain,-721940.9314,2520092.483
2798691802,amenity=grave_yard,-742582.9648,2514389.137
2826716530,amenity=toilets,-714695.6808,2518586.381
2904674304,"amenity=toilets,name:en=Ma Wan Heung Sze Wui Road Aqua Privy",-736856.2386,2521971.785
2930723870,amenity=cafe,-710864.9916,2523161.096
2930723872,amenity=cafe,-710805.9817,2523129.232
2935557585,amenity=restaurant,-724975.6492,2515069.869
2936536788,amenity=restaurant,-725005.3895,2515115.784
2938377186,amenity=restaurant,-725010.3096,2515096.668
2941442647,amenity=post_box,-723977.0224,2522553.523
2990369226,"amenity=parking,name:en=Mayfair Gardens Car Park",-731500.4568,2521022.494
2999564650,amenity=shelter,-725295.2706,2519444.895
2999565240,amenity=toilets,-724899.6576,2519824.577
3017363970,amenity=drinking_water,-727812.0538,2514544.222
3017941122,"shop=mall,name:en=Shatin Park Phase 1",-721695.0445,2524200.819
3017943031,"amenity=toilets,name:en=Siu Lek Yuen Village Public Toilet",-720216.3184,2524294.006
3017943996,amenity=bicycle_parking,-721097.5729,2524479.965
3035847462,shop=kiosk,-721813.2286,2524921.185
3047962929,"amenity=parking,name:en=Riviera Gardens Car Park D",-730541.8336,2522964.64
3047971549,amenity=toilets,-732081.2322,2525620.005
3070117380,"amenity=parking,name:en=Metro City Car Park",-715950.4303,2517220.408
3070117391,"amenity=bus_station,name:en=Po Lam Bus Terminus",-715874.6632,2517439.016
3078946383,amenity=theatre,-738417.6659,2518052.716
3125948120,amenity=shelter,-717858.2101,2518879.036
3129496326,amenity=bus_station,-799132.562,2523528.727
3230266813,"shop=mall,name:en=Argyle Centre Phase 1",-725118.8769,2517794.134
3230273887,amenity=toilets,-725520.2182,2517029.213
3230278808,amenity=taxi,-724977.9527,2517530.119
3230282854,amenity=taxi,-725099.9881,2517772.988
3230283918,amenity=toilets,-725339.5397,2517883.568
3237582161,amenity=toilets,-706633.7027,2522047.655
3237582162,amenity=toilets,-707199.3244,2523302.881
3250909225,"amenity=bbq,name:en=Pak Tam Chung Barbecue Area Site 4",-708818.4378,2525679.137
3324822509,"amenity=post_office,name:en=Lei Muk Shue Post Office",-728110.5601,2524744.95
3336248139,shop=supermarket,-724836.3136,2515325.22
3347739637,amenity=parking,-749307.5999,2514824.8
3388931765,amenity=shelter,-718843.1434,2519808.274
3390981852,amenity=bicycle_parking,-726554.392,2518557.009
3471130703,amenity=shelter,-723385.1063,2520426.484
3471465448,amenity=shelter,-721872.6687,2523453.578
3478772030,amenity=restaurant,-725931.0207,2518805.502
3491588545,amenity=restaurant,-730611.9491,2522993.728
3491588556,"amenity=place_of_worship,name:en=Foochow Dialect Evangelistic Fellowship - Tsuen Wan Church",-730511.5604,2522972.503
3491811976,"shop=convenience,name:en=Circle K",-722168.3191,2520532.793
3493469174,amenity=restaurant,-728600.977,2514440.81
3494257329,amenity=limit 80km,-738153.7347,2521008.247
3500633746,"shop=convenience,name:en=Circle K",-722449.3514,2520441.604
3523704404,amenity=bicycle_parking,-749510.6752,2516288.027
3542044254,amenity=bicycle_parking,-723808.3488,2523472.152
3542055853,amenity=bicycle_parking,-723555.8079,2523811.288
3544825094,amenity=bench,-714294.2551,2524216.372
3544908814,amenity=grave_yard,-714313.0399,2524489.384
3547387063,"shop=mall,name:en=Lee On Shopping Centre",-719554.609,2518690.178
3560244543,amenity=bar,-725741.6287,2517885.463
3560246507,amenity=bar,-725746.0113,2517858.315
3571546511,"amenity=shelter,name:en=Pavilion 1",-733037.7317,2521710.682
3571546514,"amenity=shelter,name:en=Pavilion 4",-732925.9321,2522504.58
3595858009,amenity=drinking_water,-738766.6832,2518185.673
3595933815,"amenity=snack_cart,shop=kiosk",-738580.9271,2518020.949
3595957428,"amenity=snack_cart,shop=kiosk",-738570.5537,2518191.043
3595998837,"shop=gift,name:en=Center Street Boutique",-738448.141,2518062.378
3596008574,shop=gift,-738828.6137,2517857.602
3596026418,amenity=atm,-738723.8121,2517737.812
3609080345,shop=photo,-725178.5503,2515162.902
3652970906,"amenity=place_of_worship,name:en=Golden Flower Temple",-739178.722,2515055.138
3778363390,amenity=parking,-721948.9673,2519245.564
3780778074,amenity=shelter,-738307.2432,2514693.43
3781682981,amenity=shelter,-729677.3292,2525190.328
3781682982,amenity=shelter,-729904.0388,2525651.966
3804914133,amenity=telephone,-717780.5261,2516139.169
3816533600,amenity=post_box,-742857.0937,2524539.786
3816548888,amenity=post_box,-741893.2628,2524339.216
3820076738,"amenity=police,name:en=Peng Chau Ferry Pier Reporting Centre",-739294.2184,2514927.372
3842153073,amenity=bar,-787660.6319,2517731.575
3906193417,amenity=cinema,-725246.1436,2517612.264
3914317349,"shop=convenience,name:en=7-Eleven",-725211.8312,2517501.27
3914317350,"shop=convenience,name:en=7-Eleven",-725028.2982,2517599.186
3914317355,shop=convenience,-725190.7597,2517241.561
3914317356,"shop=convenience,name:en=7-Eleven",-725367.5922,2517184.253
3914318575,"shop=convenience,name:en=7-Eleven",-725313.9625,2516191.352
3914318577,"shop=convenience,name:en=7-Eleven",-725171.2544,2516101.308
3914318582,"shop=convenience,name:en=7-Eleven",-725150.8827,2516203.912
3914318603,"shop=convenience,name:en=7-Eleven",-725128.2945,2515239.064
3914359042,"shop=convenience,name:en=7-Eleven",-728125.0418,2520151.338
3914359047,"shop=convenience,name:en=7-Eleven",-726718.6556,2520170.302
3914359054,"shop=convenience,name:en=7-Eleven",-726048.2689,2519796.891
3914359056,"shop=convenience,name:en=7-Eleven",-725417.2875,2519515.206
3914359373,"shop=convenience,name:en=7-Eleven",-726797.0927,2518802.431
3950221943,amenity=post_box,-730185.5781,2523789.683
3950221944,amenity=post_box,-730183.8484,2523789.069
3950232577,amenity=post_box,-730400.2338,2523692.243
3950275938,amenity=post_box,-730544.789,2524250.838
3951227452,shop=bakery,-727150.3529,2520053.599
3979017839,amenity=fuel,-728702.7163,2521502.62
3999169709,"amenity=fast_food,name:en=McDonald's",-723266.1197,2517532.01
4064684468,"amenity=bank,name:en=Citibank",-725037.8347,2515290.226
4066554436,"shop=convenience,name:en=7-Eleven",-721828.349,2524453.506
4069795314,"amenity=restaurant,name:en=Tsui Wah Restaurant",-724994.9033,2515251.183
4082342537,"amenity=toilets,name:en=Shing Ho Road Public Toilet",-723593.5804,2524007.873
4082342538,"amenity=ticket_validator,name:en=MTR Fare Saver",-723889.5691,2524247.341
4085111524,amenity=clinic,-723438.6119,2516163.705
4085888166,"amenity=library,name:en=Fa Yuen Street Public Library",-725015.1645,2517845.253
4092118216,amenity=shelter,-715206.8506,2517020.442
4104641341,shop=supermarket,-725243.6711,2517586.178
4106957690,amenity=restaurant,-725025.8502,2516376.234
4106961490,shop=laundry,-736373.4513,2522269.974
4115973052,"amenity=bank,name:en=Standard Chartered",-724955.687,2515464.557
4115973053,"amenity=cafe,name:en=Starbucks Coffee",-724996.5154,2515455.333
4122840230,"shop=convenience,name:en=7-Eleven",-725936.7021,2518781.094
4149643552,amenity=restaurant,-725361.311,2515248.341
4156980862,amenity=bbq,-746878.8743,2525574.251
4158811598,"amenity=ticket_validator,name:en=MTR Fare Saver",-725317.3822,2516742.483
4159023391,amenity=atm,-725121.9785,2516088.869
4199931853,amenity=restaurant,-724377.8797,2515495.746
4203818189,"amenity=fast_food,name:en=Cafe de Coral",-749814.6885,2519253.34
4221042492,shop=toys,-725040.2118,2517037.002
4247754990,amenity=bus_station,-725045.5618,2515366.821
4249887594,"amenity=restaurant,name:en=Hui Lau Shan",-724891.9001,2517726.493
4254915189,amenity=bank,-723100.8373,2517145.585
4265905967,"amenity=post_office,name:en=Sha Tin Central Post Office",-722719.136,2525016.287
4265985514,amenity=post_box,-724239.0055,2524528.275
4266092604,amenity=post_box,-724105.6886,2522865.963
4266202893,amenity=restaurant,-725270.6167,2518289.234
4267811304,"shop=mall,name:en=TBG Mall",-720408.5069,2518204.081
4269865434,"amenity=post_office,name:en=Mobile Post Office: Hong Kong Garden",-737786.9127,2523591.198
4269933949,amenity=post_box,-728660.5347,2524676.786
4272153691,"amenity=restaurant,name:en=Tim Ho Wan",-722695.543,2514361.372
4273639572,"amenity=post_office,name:en=Lai King Post Office",-729391.2595,2521081.48
4273753197,amenity=post_box,-731353.6429,2521126.96
4273759614,amenity=post_box,-731157.351,2520885.827
4274844434,amenity=post_box,-731278.831,2522620.511
4275035316,amenity=post_box,-727287.1949,2519325.403
4275329459,amenity=post_box,-724965.6975,2519072.95
4275334139,amenity=post_box,-725198.5658,2518205.775
4275387753,amenity=post_box,-725080.8671,2517156.453
4275421615,amenity=post_box,-724977.8077,2516128.461
4275456850,amenity=post_box,-725350.8576,2515257.716
4275686873,amenity=post_box,-723333.8116,2516329.23
4275744760,amenity=post_box,-722650.9094,2517582.511
4311483991,amenity=fuel,-725010.1817,2516113.655
4315417991,amenity=restaurant,-725081.265,2516881.154
4320892994,shop=dry_cleaning,-729519.4786,2523644.063
4331100493,amenity=restaurant,-725406.5499,2514930.111
4332082788,"shop=supermarket,name:en=Wellcome",-731466.006,2521056.699
4336560791,amenity=charging_station,-719550.09,2516453.852
4337018081,amenity=restaurant,-725155.2822,2516057.21
4367680796,shop=clothes,-725255.726,2518467.317
4375497990,amenity=hospital,-716967.872,2515521.938
4415893791,"amenity=restaurant,name:en=PakDon",-725156.343,2515952.889
4416615089,"amenity=restaurant,name:en=Superior Rice Roll Pro Shop",-725287.8496,2518272.445
4416692189,"amenity=restaurant,name:en=Lung Kee",-724853.1693,2515291.981
4417068715,amenity=telephone,-750935.8476,2519290.797
4417068724,shop=yes,-750554.7911,2519081.566
4417068725,shop=yes,-750541.4939,2518991.378
4417068734,shop=gift,-750157.1393,2519159.059
4417156946,shop=laundry,-724373.951,2519044.821
4417202741,amenity=vending_machine,-749240.2976,2516124.667
4418965563,amenity=bar,-728059.3141,2520108.271
4418965564,amenity=restaurant,-728027.8043,2520091.27
4426193288,amenity=restaurant,-724833.0446,2517682.887
4440451585,amenity=toilets,-724967.4722,2518354.793
4443348866,amenity=parking_entrance,-749252.4364,2516129.637
4444220109,amenity=parking,-720820.7905,2524637.082
4447883642,amenity=restaurant,-725265.2099,2519453.307
4447883645,amenity=restaurant,-725549.3126,2519270.208
4448807066,"shop=bakery,name:en=Hoover Cake Shop",-723166.8024,2518654.376
4450114490,amenity=restaurant,-728109.2287,2520186.684
4450366519,amenity=restaurant,-786601.6506,2525190.712
4451017036,amenity=vending_machine,-726188.077,2519033.758
4451092939,amenity=parking,-725793.4061,2519932.0
4453082860,amenity=parking,-729520.9093,2524749.054
4460480955,amenity=restaurant,-725939.3097,2519227.011
4464567988,shop=supermarket,-725747.775,2519336.868
4464779805,"shop=convenience,name:en=7-Eleven",-723118.7306,2516887.918
4465862190,amenity=restaurant,-719829.0896,2516882.273
4469638494,"shop=confectionery,name:en=Maxim's cakes",-730194.3454,2523983.518
4469653090,"amenity=fast_food,name:en=McDonald",-729648.3434,2523654.243
4471579093,shop=beverages,-723177.8004,2517784.807
4471623911,"amenity=restaurant,name:en=Tsui Wah Restaurant",-723123.0372,2517766.28
4472707723,"amenity=restaurant,name:en=MX",-723186.1619,2517914.49
4479024205,amenity=toilets,-735958.4564,2526008.467
4484141224,amenity=shelter,-723956.9938,2516600.323
4484771456,shop=supermarket,-787880.5095,2516113.118
4488537992,amenity=toilets,-721816.4776,2524929.409
4499817291,shop=dry_cleaning,-721152.5226,2517357.034
4505393789,"amenity=restaurant,name:en=Dim Sum Icon",-724994.1198,2515492.098
4507124390,amenity=atm,-719945.7055,2516855.342
4507124889,amenity=fast_food,-719957.8498,2516866.01
4510281039,amenity=taxi,-725264.0805,2515879.466
4518705790,"shop=supermarket,name:en=YATA",-719389.5597,2516495.932
4533214289,"amenity=restaurant,name:en=One Dim Sum",-725073.4223,2518398.415
4539110689,"name:en=Harbour City,shop=department_store",-725428.7595,2515192.623
4541193103,"amenity=toilets,name:en=So Kwun Wat Chan Uk Tsuen Public Toilet",-741528.5243,2525654.568
4546673408,shop=car_parts,-724834.365,2517694.081
4548816695,"shop=department_store,name:en=Elements",-726066.3575,2516204.98
4550058193,amenity=bench,-718756.7005,2523035.43
4557943493,"shop=convenience,name:en=7-Eleven",-731321.7435,2522238.916
4561093590,shop=electronics,-725333.3554,2517611.758
4563386390,"amenity=restaurant,name:en=Hua Ji Restaurant",-725134.5466,2516197.498
4577581889,"amenity=fast_food,name:en=Kai Kei Street Snack",-725034.1299,2517267.007
4598859636,amenity=shelter,-715337.2227,2518184.285
4611106871,amenity=toilets,-745696.5821,2525817.696
4641694193,amenity=toilets,-727148.5735,2523520.89
4644512605,amenity=restaurant,-723166.6834,2518632.032
4648323404,"shop=jewelry,name:en=Kowloon Jewellery",-724833.4074,2517732.589
4656240190,"amenity=bank,name:en=HSBC ATM",-721529.9597,2518750.327
4656704994,amenity=restaurant,-713737.9189,2523880.482
4675924775,shop=bicycle,-746373.2782,2525620.275
4688857491,"amenity=place_of_worship,name:en=Chabad house Kowloon",-724654.1982,2515487.851
4690571081,"name:en=7-Eleven,shop=convenience",-724882.1235,2515270.531
4690613289,amenity=fountain,-724607.0944,2515369.601
4693126991,shop=greengrocer,-725179.7372,2516905.506
4697561314,shop=convenience,-748453.6181,2516839.9
4703169911,amenity=cafe,-724849.7595,2515625.185
4708434591,"amenity=fast_food,name:en=Sushi Take Out",-725052.0406,2516869.211
4714346489,"amenity=cafe,name:en=Christy's Cafe",-725109.0706,2517924.123
4716407412,amenity=bicycle_rental,-786256.6569,2525552.411
4748972536,shop=supermarket,-725623.8643,2517576.072
4755831321,shop=supermarket,-725188.6541,2517895.888
4774128320,amenity=shelter,-730680.9765,2523172.802
4781074332,amenity=fast_food,-715905.0674,2516015.621
4781074333,amenity=bureau_de_change,-715531.7941,2516038.493
4786281359,"amenity=restaurant,name:en=Hui Lau Shan",-725154.2831,2516043.688
4800113787,amenity=drinking_water,-749803.8113,2519419.377
4806127035,amenity=atm,-715848.6132,2515716.694
4813637021,amenity=restaurant,-724969.2924,2517272.769
4816601736,shop=furniture,-728211.9069,2514443.744
4818374221,amenity=restaurant,-722114.005,2520186.926
4828228848,"amenity=cafe,name:en=Starbucks Reserve",-725020.9175,2517244.899
